AKAZE       ORB             size
00.158137	00.035595	1276	1276
00.153717	00.037394	1276	1276
00.162695	00.044350	1276	1276
00.163629	00.036769	1276	1276
00.192499	00.041363	1276	1276
00.288283	00.040840	1276	1276
00.193111	00.069884	1276	1276
00.180586	00.052436	1276	1276
00.180667	00.040394	1276	1276
00.208478	00.043695	1276	1276
00.215206	00.042831	1276	1276
00.226031	00.043793	956	956
00.192578	00.042095	1276	1276
00.178728	00.033727	1276	1276
00.186275	00.036594	1276	1276
00.103493	00.023808	946	946
00.205974	00.037476	1276	1276
00.173972	00.036957	1276	1276
00.181163	00.040162	1276	1276
00.189205	00.042040	1276	1276
00.188919	00.043657	1276	1276
00.192190	00.040345	1276	1276
00.189100	00.039459	1276	1276
00.087224	00.019530	757	757
00.215987	00.041065	1276	1276
00.187662	00.040000	1276	1276
00.217161	00.037307	1276	1276
00.620924	00.082405	1892	1892
00.448598	00.037627	1276	1276
00.209057	00.038765	1276	1276
00.206103	00.040766	1276	1276
00.197919	00.040800	1276	1276
00.213975	00.040515	1276	1276
00.148851	00.031601	1135	1135
00.226658	00.046117	1280	1280
00.173273	00.035123	1280	1280
00.176487	00.037725	1280	1280
00.145028	00.028600	1058	1058
00.218553	00.037888	1276	1276
00.200098	00.042523	1276	1276
00.216315	00.039335	1276	1276
00.205792	00.039755	1276	1276
00.210036	00.039622	1276	1276
00.183452	00.037006	1276	1276
00.116858	00.028399	946	946
00.212678	00.040494	1276	1276
00.227406	00.041902	1276	1276
00.162265	00.033411	1173	1173
00.201917	00.037907	1276	1276
00.187192	00.036537	1276	1276
00.186792	00.096380	1276	1276
00.172692	00.075111	1276	1276
00.185929	00.036443	1276	1276
00.174204	00.036849	1276	1276
00.268681	00.036185	1276	1276
00.184165	00.037125	1276	1276
00.264806	00.040650	1286	1286
00.161948	00.031592	1059	1059
00.243605	00.038635	1276	1276
00.131999	00.026986	984	984
00.437870	00.036503	1276	1276
00.275242	00.048112	1211	1211
00.238088	00.041261	1276	1276
00.331461	00.058745	1324	1324
00.257813	00.050426	1276	1276
00.240666	00.045655	1276	1276
00.238325	00.046158	1276	1276
00.325193	00.046798	1276	1276
00.325514	00.043281	1276	1276
00.132732	00.029536	1166	1166
00.175588	00.031799	1280	1280
00.189494	00.032034	1173	1173
00.267960	00.039244	1276	1276
00.223421	00.054539	1276	1276
00.187079	00.048294	1276	1276
00.228556	00.052156	1276	1276
00.339052	00.046046	1276	1276
00.400274	00.073977	1276	1276
00.344952	00.044375	1276	1276
00.232052	00.035415	1276	1276
00.409270	00.043477	1276	1276
00.428333	00.047130	1276	1276
00.313772	00.039770	1276	1276
00.385901	00.046294	1173	1173
00.312224	00.039928	1276	1276
00.239969	00.037725	1276	1276
00.223919	00.037318	1276	1276
00.228278	00.038950	1276	1276
00.180407	00.040558	1276	1276
00.222101	00.039714	1276	1276
00.223623	00.044240	1276	1276
00.238372	00.077887	1276	1276
00.231506	00.072206	1276	1276
00.224906	00.049673	1276	1276
00.230424	00.049178	1276	1276
00.216569	00.045719	1276	1276
00.222039	00.054083	1276	1276
00.155214	00.034869	1059	1059
00.207410	00.041274	1276	1276
00.212416	00.041441	1276	1276
00.175178	00.038787	1276	1276
00.227164	00.044323	1276	1276
00.185310	00.079688	956	956
00.345888	00.045041	956	956
00.538319	00.050903	956	956
00.312827	00.041769	1276	1276
00.284797	00.043513	1276	1276
00.230116	00.044224	1276	1276
00.231492	00.039536	1276	1276
00.224288	00.038644	1276	1276
00.216356	00.044571	1276	1276
00.223022	00.052449	1276	1276
00.205581	00.044747	1276	1276
00.210774	00.040570	1276	1276
00.205251	00.040162	1276	1276
00.205899	00.039715	1276	1276
00.236495	00.041369	1276	1276
00.250260	00.038853	1276	1276
00.193861	00.039570	1276	1276
00.217958	00.046618	1276	1276
00.208734	00.044078	1276	1276
